LICENCE CODE,LICENSE DESCRIPTION,YEAR,WEEK,AVERAGE DAYS TO ISSUE LICENSE,MEDIAN DAYS TO ISSUE LICENSE,TOTAL LICENSES ISSUED
1006,Retail Food Establishment,2017,06/19/2017 - 06/25/2017,73.9,49,30
1002,Accessory Garage,2017,06/12/2017 - 06/18/2017,20,20,1
1275,Filling Station,2017,06/12/2017 - 06/18/2017,38,38,2
1010,Limited Business License,2017,06/12/2017 - 06/18/2017,1.07,1,61
1009,Manufacturing Establishments,2017,06/12/2017 - 06/18/2017,8,8,1
1524,Massage Establishment,2017,06/12/2017 - 06/18/2017,43,43,1
1006,Retail Food Establishment,2017,06/12/2017 - 06/18/2017,39.26,18,34
1002,Accessory Garage,2017,06/05/2017 - 06/11/2017,35,35,1
1010,Limited Business License,2017,06/05/2017 - 06/11/2017,2.83,1,70
1009,Manufacturing Establishments,2017,06/05/2017 - 06/11/2017,8.5,8,8
1006,Retail Food Establishment,2017,06/05/2017 - 06/11/2017,23,14, 
1275,Filling Station,2017,05/29/2017 - 06/04/2017,24.25,7,4
1010,Limited Business License,2017,05/29/2017 - 06/04/2017,3.94,1,48
1524,Massage Establishment,2017,05/29/2017 - 06/04/2017,38.5,38,2
1006,Retail Food Establishment,2017,05/29/2017 - 06/04/2017,53.27,14,33
1002,Accessory Garage,2017,05/22/2017 - 05/28/2017,8,8,1
1010,Limited Business License,2017,05/22/2017 - 05/28/2017,1.31,1,62
1006,Retail Food Establishment,2017,05/22/2017 - 05/28/2017,101.49,40,41
1002,Accessory Garage,2017,05/15/2017 - 05/21/2017,248,248,1
1275,Filling Station,2017,05/15/2017 - 05/21/2017,15,15,2
1010,Limited Business License,2017,05/15/2017 - 05/21/2017,6.97,1,69
1524,Massage Establishment,2017,05/15/2017 - 05/21/2017,26,26,3
1006,Retail Food Establishment,2017,05/15/2017 - 05/21/2017,33.88,15,43
1010,Limited Business License,2017,05/08/2017 - 05/14/2017,3.4,1,118
1009,Manufacturing Establishments,2017,05/08/2017 - 05/14/2017,35.67,4,3
1006,Retail Food Establishment,2017,05/08/2017 - 05/14/2017,31.11,31,65
1010,Limited Business License,2017,05/01/2017 - 05/07/2017,4.16,1,73
1524,Massage Establishment,2017,05/01/2017 - 05/07/2017,24,24,1
1006,Retail Food Establishment,2017,05/01/2017 - 05/07/2017,29,20,26
1002,Accessory Garage,2017,04/24/2017 - 04/30/2017,12,12,1
1010,Limited Business License,2017,04/24/2017 - 04/30/2017,1.18,1,67
1006,Retail Food Establishment,2017,04/24/2017 - 04/30/2017,46.05,16,44
1002,Accessory Garage,2017,04/17/2017 - 04/23/2017,35,35,1
1010,Limited Business License,2017,04/17/2017 - 04/23/2017,5.3,1,79
1009,Manufacturing Establishments,2017,04/17/2017 - 04/23/2017,11,11,2
1524,Massage Establishment,2017,04/17/2017 - 04/23/2017,23.5,23,2
1006,Retail Food Establishment,2017,04/17/2017 - 04/23/2017,65.22,14,23
1002,Accessory Garage,2017,04/10/2017 - 04/16/2017,308,308,1
1010,Limited Business License,2017,04/10/2017 - 04/16/2017,1.87,1,114
1009,Manufacturing Establishments,2017,04/10/2017 - 04/16/2017,8,8,3
1524,Massage Establishment,2017,04/10/2017 - 04/16/2017,14,14,1
1006,Retail Food Establishment,2017,04/10/2017 - 04/16/2017,37.85,18,34
1010,Limited Business License,2017,04/03/2017 - 04/09/2017,2.67,1,115
1009,Manufacturing Establishments,2017,04/03/2017 - 04/09/2017,89,89,2
1006,Retail Food Establishment,2017,04/03/2017 - 04/09/2017,280.55,14,22
1275,Filling Station,2017,03/27/2017 - 04/02/2017,13,2,3
1010,Limited Business License,2017,03/27/2017 - 04/02/2017,4.95,1,64
1009,Manufacturing Establishments,2017,03/27/2017 - 04/02/2017,6,6,1
1006,Retail Food Establishment,2017,03/27/2017 - 04/02/2017,35.97,13,32
1010,Limited Business License,2017,03/20/2017 - 03/26/2017,1.48,1,61
1009,Manufacturing Establishments,2017,03/20/2017 - 03/26/2017,7,7,1
1006,Retail Food Establishment,2017,03/20/2017 - 03/26/2017,45.72,22,57
1275,Filling Station,2017,03/13/2017 - 03/19/2017,57,57,1
1010,Limited Business License,2017,03/13/2017 - 03/19/2017,3.11,1,53
1009,Manufacturing Establishments,2017,03/13/2017 - 03/19/2017,6,6,1
1006,Retail Food Establishment,2017,03/13/2017 - 03/19/2017,46.88,18,34
1002,Accessory Garage,2017,03/06/2017 - 03/12/2017,16,16,1
1275,Filling Station,2017,03/06/2017 - 03/12/2017,45,45,2
1010,Limited Business License,2017,03/06/2017 - 03/12/2017,4.43,1,84
1009,Manufacturing Establishments,2017,03/06/2017 - 03/12/2017,29,29,3
1006,Retail Food Establishment,2017,03/06/2017 - 03/12/2017,57.27,30,26
1002,Accessory Garage,2017,02/27/2017 - 03/05/2017,7,7,2
1010,Limited Business License,2017,02/27/2017 - 03/05/2017,2.38,1,73
1009,Manufacturing Establishments,2017,02/27/2017 - 03/05/2017,14.75,14,4
1006,Retail Food Establishment,2017,02/27/2017 - 03/05/2017,62.74,20,38
1002,Accessory Garage,2017,02/20/2017 - 02/26/2017,14,14,1
1275,Filling Station,2017,02/20/2017 - 02/26/2017,71,71,1
1010,Limited Business License,2017,02/20/2017 - 02/26/2017,1.34,1,65
1009,Manufacturing Establishments,2017,02/20/2017 - 02/26/2017,19,19,1
1006,Retail Food Establishment,2017,02/20/2017 - 02/26/2017,59.93,20,30
1275,Filling Station,2017,02/13/2017 - 02/19/2017,20,20,1
1010,Limited Business License,2017,02/13/2017 - 02/19/2017,1.36,1,56
1006,Retail Food Establishment,2017,02/13/2017 - 02/19/2017,62.81,43,21
1010,Limited Business License,2017,02/06/2017 - 02/12/2017,1.38,1,50
1009,Manufacturing Establishments,2017,02/06/2017 - 02/12/2017,17.5,17,2
1524,Massage Establishment,2017,02/06/2017 - 02/12/2017,16,16,1
1006,Retail Food Establishment,2017,02/06/2017 - 02/12/2017,52.65,10,26
1010,Limited Business License,2017,01/30/2017 - 02/05/2017,1.3,1,69
1524,Massage Establishment,2017,01/30/2017 - 02/05/2017,15,15,2
1006,Retail Food Establishment,2017,01/30/2017 - 02/05/2017,19.44,10,27
1010,Limited Business License,2017,01/23/2017 - 01/29/2017,1.23,1,91
1524,Massage Establishment,2017,01/23/2017 - 01/29/2017,19,19,1
1006,Retail Food Establishment,2017,01/23/2017 - 01/29/2017,42.22,18,18
1010,Limited Business License,2017,01/16/2017 - 01/22/2017,1.2,1,64
1009,Manufacturing Establishments,2017,01/16/2017 - 01/22/2017,14,14,1
1524,Massage Establishment,2017,01/16/2017 - 01/22/2017,47,47,1
1006,Retail Food Establishment,2017,01/16/2017 - 01/22/2017,40.38,17,34
1010,Limited Business License,2017,01/09/2017 - 01/15/2017,1.62,1,76
1006,Retail Food Establishment,2017,01/09/2017 - 01/15/2017,54.25,61,20
1010,Limited Business License,2017,01/02/2017 - 01/08/2017,1.08,1,75
1006,Retail Food Establishment,2017,01/02/2017 - 01/08/2017,68.31,34,13
1010,Limited Business License,2017,01/01/2018 - 01/07/2018,1.13,1,48
1009,Manufacturing Establishments,2017,01/01/2018 - 01/07/2018,43.5,43,2
1006,Retail Food Establishment,2017,01/01/2018 - 01/07/2018,71.32,29,25
1010,Limited Business License,2016,12/26/2016 - 01/01/2017,1.13,1,47
1524,Massage Establishment,2016,12/26/2016 - 01/01/2017,20,20,1
1006,Retail Food Establishment,2016,12/26/2016 - 01/01/2017,33.82,13,33
1275,Filling Station,2016,12/19/2016 - 12/25/2016,87.5,87,2
1010,Limited Business License,2016,12/19/2016 - 12/25/2016,10.36,1,64
1006,Retail Food Establishment,2016,12/19/2016 - 12/25/2016,38.66,29,32
1275,Filling Station,2016,12/12/2016 - 12/18/2016,204,204,1
1010,Limited Business License,2016,12/12/2016 - 12/18/2016,1.14,1,43
1006,Retail Food Establishment,2016,12/12/2016 - 12/18/2016,78.64,16,42
1010,Limited Business License,2016,12/05/2016 - 12/11/2016,1.72,1,57
1009,Manufacturing Establishments,2016,12/05/2016 - 12/11/2016,165,165,1
1006,Retail Food Establishment,2016,12/05/2016 - 12/11/2016,57,17,35
1010,Limited Business License,2016,11/28/2016 - 12/04/2016,1.08,1,61
1009,Manufacturing Establishments,2016,11/28/2016 - 12/04/2016,16,16,2
1524,Massage Establishment,2016,11/28/2016 - 12/04/2016,29, ,1
1006,Retail Food Establishment,2016,11/28/2016 - 12/04/2016,21.47,14,19
1010,Limited Business License,2016,11/21/2016 - 11/27/2016,1.15,1,34
1009,Manufacturing Establishments,2016,11/21/2016 - 11/27/2016,7,7,2
1006,Retail Food Establishment,2016,11/21/2016 - 11/27/2016,43.28,32,18
1002,Accessory Garage,2016,11/14/2016 - 11/20/2016,1,1,1
1275,Filling Station,2016,11/14/2016 - 11/20/2016,62,62,1
1010,Limited Business License,2016,11/14/2016 - 11/20/2016,1.16,1,76
1524,Massage Establishment,2016,11/14/2016 - 11/20/2016,22,22,1
1006,Retail Food Establishment,2016,11/14/2016 - 11/20/2016,47.36,25,47
1275,Filling Station,2016,11/07/2016 - 11/13/2016,9,9,1
1010,Limited Business License,2016,11/07/2016 - 11/13/2016,2.33,1,39
1009,Manufacturing Establishments,2016,11/07/2016 - 11/13/2016,41,41,1
1006,Retail Food Establishment,2016,11/07/2016 - 11/13/2016,34.23,12,26
1002,Accessory Garage,2016,10/31/2016 - 11/06/2016,4.5,4,2
1275,Filling Station,2016,10/31/2016 - 11/06/2016,37,37,1
1010,Limited Business License,2016,10/31/2016 - 11/06/2016,1.06,1,36
1524,Massage Establishment,2016,10/31/2016 - 11/06/2016,19,19,1
1006,Retail Food Establishment,2016,10/31/2016 - 11/06/2016,47.97,20,35
1002,Accessory Garage,2016,10/24/2016 - 10/30/2016,45,48,3
1010,Limited Business License,2016,10/24/2016 - 10/30/2016,1.51,1,61
1009,Manufacturing Establishments,2016,10/24/2016 - 10/30/2016,23, ,1
1524,Massage Establishment,2016,10/24/2016 - 10/30/2016,40,40,3
1006,Retail Food Establishment,2016,10/24/2016 - 10/30/2016,29.33,21,18
1010,Limited Business License,2016,10/17/2016 - 10/23/2016,1.37,1,79
1009,Manufacturing Establishments,2016,10/17/2016 - 10/23/2016,7,7,1
1006,Retail Food Establishment,2016,10/17/2016 - 10/23/2016,31.92,15,39
1010,Limited Business License,2016,10/10/2016 - 10/16/2016,1.1,1,61
1009,Manufacturing Establishments,2016,10/10/2016 - 10/16/2016,9,7,3
1006,Retail Food Establishment,2016,10/10/2016 - 10/16/2016,46.19,19,21
1275,Filling Station,2016,10/03/2016 - 10/09/2016,36,36,1
1010,Limited Business License,2016,10/03/2016 - 10/09/2016,1.11,1,54
1006,Retail Food Establishment,2016,10/03/2016 - 10/09/2016,53.22,18,32
1010,Limited Business License,2016,09/26/2016 - 10/02/2016,1.11,1,53
1009,Manufacturing Establishments,2016,09/26/2016 - 10/02/2016,10,10,1
1524,Massage Establishment,2016,09/26/2016 - 10/02/2016,25,25,3
1006,Retail Food Establishment,2016,09/26/2016 - 10/02/2016,47.88,39,24
1275,Filling Station,2016,09/19/2016 - 09/25/2016,29,29,1
1010,Limited Business License,2016,09/19/2016 - 09/25/2016,3.03,1,61
1006,Retail Food Establishment,2016,09/19/2016 - 09/25/2016,63.77,16,35
1010,Limited Business License,2016,09/12/2016 - 09/18/2016,1.23,1,70
1009,Manufacturing Establishments,2016,09/12/2016 - 09/18/2016,44,44,3
1006,Retail Food Establishment,2016,09/12/2016 - 09/18/2016,38,  ,36
1010,Limited Business License,2016,09/05/2016 - 09/11/2016,1.26,1,35
1006,Retail Food Establishment,2016,09/05/2016 - 09/11/2016,36.12,21,33
1010,Limited Business License,2016,08/29/2016 - 09/04/2016,1.11,1,74
1006,Retail Food Establishment,2016,08/29/2016 - 09/04/2016,59.93,43,27
1002,Accessory Garage,2016,08/22/2016 - 08/28/2016,20,20,1
1275,Filling Station,2016,08/22/2016 - 08/28/2016,6,6,1
1010,Limited Business License,2016,08/22/2016 - 08/28/2016,4.06,1,68
1009,Manufacturing Establishments,2016,08/22/2016 - 08/28/2016,1,1,1
1524,Massage Establishment,2016,08/22/2016 - 08/28/2016,8,8,1
1006,Retail Food Establishment,2016,08/22/2016 - 08/28/2016,58.75,15,20
1010,Limited Business License,2016,08/15/2016 - 08/21/2016,2.65,1,62
1009,Manufacturing Establishments,2016,08/15/2016 - 08/21/2016,7,7,4
1006,Retail Food Establishment,2016,08/15/2016 - 08/21/2016,37.27,21,26
1010,Limited Business License,2016,08/08/2016 - 08/14/2016,6.18,1,80
1009,Manufacturing Establishments,2016,08/08/2016 - 08/14/2016,56.67,10,3
1006,Retail Food Establishment,2016,08/08/2016 - 08/14/2016,23.6,9,30
1010,Limited Business License,2016,08/01/2016 - 08/07/2016,1.03,1,62
1006,Retail Food Establishment,2016,08/01/2016 - 08/07/2016,39.52,13,25
1010,Limited Business License,2016,07/25/2016 - 07/31/2016,1.07,1,69
1009,Manufacturing Establishments,2016,07/25/2016 - 07/31/2016,22.67,27,6
1524,Massage Establishment,2016,07/25/2016 - 07/31/2016,36.33,35,3
1006,Retail Food Establishment,2016,07/25/2016 - 07/31/2016,21,10,25
1010,Limited Business License,2016,07/18/2016 - 07/24/2016,7.02,1,50
1009,Manufacturing Establishments,2016,07/18/2016 - 07/24/2016,120,9,4
1006,Retail Food Establishment,2016,07/18/2016 - 07/24/2016,36.25,17,28
1010,Limited Business License,2016,07/11/2016 - 07/17/2016,8.74,1,62
1009,Manufacturing Establishments,2016,07/11/2016 - 07/17/2016,17.4,20,5
1524,Massage Establishment,2016,07/11/2016 - 07/17/2016,45,45,1
1006,Retail Food Establishment,2016,07/11/2016 - 07/17/2016,40.24,24,33
1275,Filling Station,2016,07/04/2016 - 07/10/2016,44,44,1
1010,Limited Business License,2016,07/04/2016 - 07/10/2016,1,1,52
1009,Manufacturing Establishments,2016,07/04/2016 - 07/10/2016,41.6, ,5
1524,Massage Establishment,2016,07/04/2016 - 07/10/2016,48,48,6
1006,Retail Food Establishment,2016,07/04/2016 - 07/10/2016,116.58,19,12
1275,Filling Station,2016,06/27/2016 - 07/03/2016,343,343,1
1010,Limited Business License,2016,06/27/2016 - 07/03/2016,8,1,68
1009,Manufacturing Establishments,2016,06/27/2016 - 07/03/2016,39.5,39,2
1006,Retail Food Establishment,2016,06/27/2016 - 07/03/2016,42.29,12,21
1010,Limited Business License,2016,06/20/2016 - 06/26/2016,1.26,1,43
1006,Retail Food Establishment,2016,06/20/2016 - 06/26/2016,57.34,45,32
1002,Accessory Garage,2016,06/13/2016 - 06/19/2016,12,12,1
1010,Limited Business License,2016,06/13/2016 - 06/19/2016,1.04,1,50
1009,Manufacturing Establishments,2016,06/13/2016 - 06/19/2016,24,24,1
1006,Retail Food Establishment,2016,06/13/2016 - 06/19/2016,22.79,13,19
1002,Accessory Garage,2016,06/06/2016 - 06/12/2016,6.5,6,2
1010,Limited Business License,2016,06/06/2016 - 06/12/2016,1.04,1,57
1009,Manufacturing Establishments,2016,06/06/2016 - 06/12/2016,8,8,4
1524,Massage Establishment,2016,06/06/2016 - 06/12/2016,14,14,1
1006,Retail Food Establishment,2016,06/06/2016 - 06/12/2016,49.18,26,34
1275,Filling Station,2016,05/30/2016 - 06/05/2016,9, ,1
1010,Limited Business License,2016,05/30/2016 - 06/05/2016,1.44,1,25
1006,Retail Food Establishment,2016,05/30/2016 - 06/05/2016,38.81,22,37
1010,Limited Business License,2016,05/23/2016 - 05/29/2016,1.24,1,66
1524,Massage Establishment,2016,05/23/2016 - 05/29/2016,21.89,12,9
1006,Retail Food Establishment,2016,05/23/2016 - 05/29/2016,41.82,27,38
1010,Limited Business License,2016,05/16/2016 - 05/22/2016,1,1,58
1524,Massage Establishment,2016,05/16/2016 - 05/22/2016,71.2,86,5
1006,Retail Food Establishment,2016,05/16/2016 - 05/22/2016,39.2,26,55
1010,Limited Business License,2016,05/09/2016 - 05/15/2016,1.04,1,50
1009,Manufacturing Establishments,2016,05/09/2016 - 05/15/2016,34.25,35,4
1006,Retail Food Establishment,2016,05/09/2016 - 05/15/2016,41.19,14,36
1010,Limited Business License,2016,05/02/2016 - 05/08/2016,1.07,1,57
1009,Manufacturing Establishments,2016,05/02/2016 - 05/08/2016,9,9,2
1006,Retail Food Establishment,2016,05/02/2016 - 05/08/2016,46.24,17,46
1010,Limited Business License,2016,04/25/2016 - 05/01/2016,1.48,1,84
1009,Manufacturing Establishments,2016,04/25/2016 - 05/01/2016,35,11,5
1006,Retail Food Establishment,2016,04/25/2016 - 05/01/2016,24.62,12,50
1010,Limited Business License,2016,04/18/2016 - 04/24/2016,3.15,1,75
1006,Retail Food Establishment,2016,04/18/2016 - 04/24/2016,22.72,13,32
1010,Limited Business License,2016,04/11/2016 - 04/17/2016,5.85,1,104
1009,Manufacturing Establishments,2016,04/11/2016 - 04/17/2016,9.5,9,2
1524,Massage Establishment,2016,04/11/2016 - 04/17/2016,14,14,2
1006,Retail Food Establishment,2016,04/11/2016 - 04/17/2016,44.39,14,23
1275,Filling Station,2016,04/04/2016 - 04/10/2016,251,251,1
1010,Limited Business License,2016,04/04/2016 - 04/10/2016,7.82,1,61
1009,Manufacturing Establishments,2016,04/04/2016 - 04/10/2016,13,13,1
1524,Massage Establishment,2016,04/04/2016 - 04/10/2016,45,45,1
1006,Retail Food Establishment,2016,04/04/2016 - 04/10/2016,60.68,27,28
1002,Accessory Garage,2016,03/28/2016 - 04/03/2016,13,13,1
1275,Filling Station,2016,03/28/2016 - 04/03/2016,12,12,2
1010,Limited Business License,2016,03/28/2016 - 04/03/2016,3.22,1,67
1006,Retail Food Establishment,2016,03/28/2016 - 04/03/2016,31.34,16,29
1010,Limited Business License,2016,03/21/2016 - 03/27/2016,4.32,1,56
1006,Retail Food Establishment,2016,03/21/2016 - 03/27/2016,50.5,23,26
1010,Limited Business License,2016,03/14/2016 - 03/20/2016,1,1,60
1006,Retail Food Establishment,2016,03/14/2016 - 03/20/2016,37.44,37,32
1002,Accessory Garage,2016,03/07/2016 - 03/13/2016,256,256,1
1010,Limited Business License,2016,03/07/2016 - 03/13/2016,1.08,1,71
1009,Manufacturing Establishments,2016,03/07/2016 - 03/13/2016,18.67,14,3
1006,Retail Food Establishment,2016,03/07/2016 - 03/13/2016,55.33,32,18
1275,Filling Station,2016,02/29/2016 - 03/06/2016,72.33,74,3
1010,Limited Business License,2016,02/29/2016 - 03/06/2016,1.58,1,66
1009,Manufacturing Establishments,2016,02/29/2016 - 03/06/2016,20.33,17,6
1524,Massage Establishment,2016,02/29/2016 - 03/06/2016,25,25,2
1006,Retail Food Establishment,2016,02/29/2016 - 03/06/2016,29.25,12,24
1275,Filling Station,2016,02/22/2016 - 02/28/2016,143,143,1
1010,Limited Business License,2016,02/22/2016 - 02/28/2016,1.03,1,61
1009,Manufacturing Establishments,2016,02/22/2016 - 02/28/2016,6.5,8,4
1006,Retail Food Establishment,2016,02/22/2016 - 02/28/2016,28.5,18,50
1010,Limited Business License,2016,02/15/2016 - 02/21/2016,4.06,1,49
1009,Manufacturing Establishments,2016,02/15/2016 - 02/21/2016,10.67,12,3
1524,Massage Establishment,2016,02/15/2016 - 02/21/2016,20,20,1
1006,Retail Food Establishment,2016,02/15/2016 - 02/21/2016,48.8,12,10
1275,Filling Station,2016,02/08/2016 - 02/14/2016,50,50,1
1010,Limited Business License,2016,02/08/2016 - 02/14/2016,1.02,1,42
1006,Retail Food Establishment,2016,02/08/2016 - 02/14/2016,37.33,31,24
1010,Limited Business License,2016,02/01/2016 - 02/07/2016,1.25,1,57
1009,Manufacturing Establishments,2016,02/01/2016 - 02/07/2016,42.83,48,6
1006,Retail Food Establishment,2016,02/01/2016 - 02/07/2016,54.44,18,27
1275,Filling Station,2016,01/25/2016 - 01/31/2016,33,33,1
1010,Limited Business License,2016,01/25/2016 - 01/31/2016,7.46,1,56
1524,Massage Establishment,2016,01/25/2016 - 01/31/2016,62.5,62,4
1006,Retail Food Establishment,2016,01/25/2016 - 01/31/2016,33.76,16,41
1002,Accessory Garage,2016,01/18/2016 - 01/24/2016,1,1,1
1010,Limited Business License,2016,01/18/2016 - 01/24/2016,2.03,1,77
1009,Manufacturing Establishments,2016,01/18/2016 - 01/24/2016,8,8,1
1524,Massage Establishment,2016,01/18/2016 - 01/24/2016,15,15,2
1006,Retail Food Establishment,2016,01/18/2016 - 01/24/2016,49.59,20,29
1275,Filling Station,2016,01/11/2016 - 01/17/2016,28,28,2
1010,Limited Business License,2016,01/11/2016 - 01/17/2016,3.53,1,68
1009,Manufacturing Establishments,2016,01/11/2016 - 01/17/2016,5,5,2
1524,Massage Establishment,2016,01/11/2016 - 01/17/2016,26,26,3
1006,Retail Food Establishment,2016,01/11/2016 - 01/17/2016,34.51,22,41
1010,Limited Business License,2016,01/04/2016 - 01/10/2016,11.34,1,70
1009,Manufacturing Establishments,2016,01/04/2016 - 01/10/2016,63,63,2
1524,Massage Establishment,2016,01/04/2016 - 01/10/2016,25.33,16,3
1006,Retail Food Establishment,2016,01/04/2016 - 01/10/2016,121.52,19,29
1010,Limited Business License,2015,12/28/2015 - 01/03/2016,2.7,1,43
1006,Retail Food Establishment,2015,12/28/2015 - 01/03/2016,21.21,12,24
1010,Limited Business License,2015,12/21/2015 - 12/27/2015,1,1,37
1524,Massage Establishment,2015,12/21/2015 - 12/27/2015,42,42,1
1006,Retail Food Establishment,2015,12/21/2015 - 12/27/2015,24.91,14,23
1010,Limited Business License,2015,12/14/2015 - 12/20/2015,1.06,1,49
1524,Massage Establishment,2015,12/14/2015 - 12/20/2015,91,91,1
1006,Retail Food Establishment,2015,12/14/2015 - 12/20/2015,31.66,9,35
1275,Filling Station,2015,12/07/2015 - 12/13/2015,29,29,2
1010,Limited Business License,2015,12/07/2015 - 12/13/2015,1.16,1,69
1524,Massage Establishment,2015,12/07/2015 - 12/13/2015,17,17,1
1006,Retail Food Establishment,2015,12/07/2015 - 12/13/2015,34.39,21,36
1010,Limited Business License,2015,11/30/2015 - 12/06/2015,1.07,1,60
1006,Retail Food Establishment,2015,11/30/2015 - 12/06/2015,32.47,15,32
1275,Filling Station,2015,11/23/2015 - 11/29/2015,23,23,1
1010,Limited Business License,2015,11/23/2015 - 11/29/2015,18.4,1,42
1009,Manufacturing Establishments,2015,11/23/2015 - 11/29/2015,10,10,1
1524,Massage Establishment,2015,11/23/2015 - 11/29/2015,103,103,1
1006,Retail Food Establishment,2015,11/23/2015 - 11/29/2015,19.08,14,36
1275,Filling Station,2015,11/16/2015 - 11/22/2015,23,23,2
1010,Limited Business License,2015,11/16/2015 - 11/22/2015,2.81,1,52
1009,Manufacturing Establishments,2015,11/16/2015 - 11/22/2015,155,155,1
1006,Retail Food Establishment,2015,11/16/2015 - 11/22/2015,39.56,18,34
1275,Filling Station,2015,11/09/2015 - 11/15/2015,15,15,1
1010,Limited Business License,2015,11/09/2015 - 11/15/2015,29.93,1,69
1009,Manufacturing Establishments,2015,11/09/2015 - 11/15/2015,7,7,1
1524,Massage Establishment,2015,11/09/2015 - 11/15/2015,15,15,2
1006,Retail Food Establishment,2015,11/09/2015 - 11/15/2015,25.13,18,53
1010,Limited Business License,2015,11/02/2015 - 11/08/2015,10.2,1,69
1006,Retail Food Establishment,2015,11/02/2015 - 11/08/2015,41.63,11,41
1010,Limited Business License,2015,10/26/2015 - 11/01/2015,24.94,1,70
1524,Massage Establishment,2015,10/26/2015 - 11/01/2015,28,28,5
1006,Retail Food Establishment,2015,10/26/2015 - 11/01/2015,30.63,11,49
1010,Limited Business License,2015,10/19/2015 - 10/25/2015,13.08,1,91
1006,Retail Food Establishment,2015,10/19/2015 - 10/25/2015,35.68,8,31
1010,Limited Business License,2015,10/12/2015 - 10/18/2015,13.13,1,76
1006,Retail Food Establishment,2015,10/12/2015 - 10/18/2015,47.72,19,29
1002,Accessory Garage,2015,10/05/2015 - 10/11/2015,7,7,1
1010,Limited Business License,2015,10/05/2015 - 10/11/2015,7.43,1,86
1009,Manufacturing Establishments,2015,10/05/2015 - 10/11/2015,15,13,3
1006,Retail Food Establishment,2015,10/05/2015 - 10/11/2015,60,17,33
1010,Limited Business License,2015,09/28/2015 - 10/04/2015,4.49,1,81
1009,Manufacturing Establishments,2015,09/28/2015 - 10/04/2015,82.67,82,6
1006,Retail Food Establishment,2015,09/28/2015 - 10/04/2015,73.76,20,34
1002,Accessory Garage,2015,09/21/2015 - 09/27/2015,10,10,2
1010,Limited Business License,2015,09/21/2015 - 09/27/2015,8.26,1,88
1009,Manufacturing Establishments,2015,09/21/2015 - 09/27/2015,3,3,1
1524,Massage Establishment,2015,09/21/2015 - 09/27/2015,12,12,1
1006,Retail Food Establishment,2015,09/21/2015 - 09/27/2015,65.62,28,55
1275,Filling Station,2015,09/14/2015 - 09/20/2015,10,10,1
1010,Limited Business License,2015,09/14/2015 - 09/20/2015,6.04,1,71
1006,Retail Food Establishment,2015,09/14/2015 - 09/20/2015,41.47,15,32
1010,Limited Business License,2015,09/07/2015 - 09/13/2015,1.52,1,63
1009,Manufacturing Establishments,2015,09/07/2015 - 09/13/2015,10,10,1
1524,Massage Establishment,2015,09/07/2015 - 09/13/2015,22,22,2
1006,Retail Food Establishment,2015,09/07/2015 - 09/13/2015,42.81,13,31
1002,Accessory Garage,2015,08/31/2015 - 09/06/2015,11,11,1
1010,Limited Business License,2015,08/31/2015 - 09/06/2015,29.36,1,90
1009,Manufacturing Establishments,2015,08/31/2015 - 09/06/2015,9,9,1
1524,Massage Establishment,2015,08/31/2015 - 09/06/2015,13,13,1
1006,Retail Food Establishment,2015,08/31/2015 - 09/06/2015,32.28,13,43
1002,Accessory Garage,2015,08/24/2015 - 08/30/2015,89,89,1
1010,Limited Business License,2015,08/24/2015 - 08/30/2015,2.54,1,93
1009,Manufacturing Establishments,2015,08/24/2015 - 08/30/2015,14.67,6,3
1524,Massage Establishment,2015,08/24/2015 - 08/30/2015,16,21,3
1006,Retail Food Establishment,2015,08/24/2015 - 08/30/2015,43.23,16,56
1275,Filling Station,2015,08/17/2015 - 08/23/2015,24,24,1
1010,Limited Business License,2015,08/17/2015 - 08/23/2015,1.87,1,68
1009,Manufacturing Establishments,2015,08/17/2015 - 08/23/2015,9.5,9,2
1006,Retail Food Establishment,2015,08/17/2015 - 08/23/2015,24.17,17,24
1010,Limited Business License,2015,08/10/2015 - 08/16/2015,2.52,1,67
1009,Manufacturing Establishments,2015,08/10/2015 - 08/16/2015,13.5,13,2
1006,Retail Food Establishment,2015,08/10/2015 - 08/16/2015,31.95,16,20
1010,Limited Business License,2015,08/03/2015 - 08/09/2015,5.6,1,83
1009,Manufacturing Establishments,2015,08/03/2015 - 08/09/2015,15,15,1
1524,Massage Establishment,2015,08/03/2015 - 08/09/2015,26,26,1
1006,Retail Food Establishment,2015,08/03/2015 - 08/09/2015,29.52,14,42
1010,Limited Business License,2015,07/27/2015 - 08/02/2015,3.67,1,55
1009,Manufacturing Establishments,2015,07/27/2015 - 08/02/2015,16.5,16,2
1006,Retail Food Establishment,2015,07/27/2015 - 08/02/2015,22.81,13,16
1275,Filling Station,2015,07/20/2015 - 07/26/2015,8,8,1
1010,Limited Business License,2015,07/20/2015 - 07/26/2015,10.08,1,64
1009,Manufacturing Establishments,2015,07/20/2015 - 07/26/2015,7,7,1
1524,Massage Establishment,2015,07/20/2015 - 07/26/2015,17.75,13,4
1006,Retail Food Establishment,2015,07/20/2015 - 07/26/2015,22.3,15,33
1010,Limited Business License,2015,07/13/2015 - 07/19/2015,2.64,1,56
1009,Manufacturing Establishments,2015,07/13/2015 - 07/19/2015,8.75,8,4
1006,Retail Food Establishment,2015,07/13/2015 - 07/19/2015,45.92,19,49
1275,Filling Station,2015,07/06/2015 - 07/12/2015,12,12,2
